Município,Total,Única,Proporção casais sem filhos,Nível,Código,Índice de envelhecimento,Renda média 60+
Ipixuna (AM),973.0,357.0,0.3669064748201439,MU,1301803,21.0,1582.895
Ipixuna (AM),973.0,357.0,0.3669064748201439,MU,1301803,104.16,1582.895
Iranduba (AM),5456.0,3904.0,0.7155425219941349,MU,1301852,23.9,1650.0100000000002
Iranduba (AM),5456.0,3904.0,0.7155425219941349,MU,1301852,28.0,1650.0100000000002
Iranduba (AM),5456.0,3904.0,0.7155425219941349,MU,1301852,105.25,1650.0100000000002
Itacoatiara (AM),8377.0,4975.0,0.5938880267398831,MU,1301902,22.52,1918.165
Itacoatiara (AM),8377.0,4975.0,0.5938880267398831,MU,1301902,26.0,1918.165
Itacoatiara (AM),8377.0,4975.0,0.5938880267398831,MU,1301902,104.21,1918.165
Itamarati (AM),569.0,278.0,0.48857644991212656,MU,1301951,10.81,1389.54
Itamarati (AM),569.0,278.0,0.48857644991212656,MU,1301951,20.0,1389.54
Itamarati (AM),569.0,278.0,0.48857644991212656,MU,1301951,107.06,1389.54
Itapiranga (AM),733.0,427.0,0.582537517053206,MU,1302009,21.38,1390.09
Itapiranga (AM),733.0,427.0,0.582537517053206,MU,1302009,26.0,1390.09
Itapiranga (AM),733.0,427.0,0.582537517053206,MU,1302009,105.71,1390.09
Japurá (AM),411.0,146.0,0.35523114355231145,MU,1302108,8.93,2966.8
Japurá (AM),411.0,146.0,0.35523114355231145,MU,1302108,20.0,2966.8
Japurá (AM),411.0,146.0,0.35523114355231145,MU,1302108,112.37,2966.8
Juruá (AM),725.0,359.0,0.49517241379310345,MU,1302207,13.81,1671.73
Juruá (AM),725.0,359.0,0.49517241379310345,MU,1302207,22.0,1671.73
Juruá (AM),725.0,359.0,0.49517241379310345,MU,1302207,107.74,1671.73
Jutaí (AM),1024.0,336.0,0.328125,MU,1302306,9.52,1410.775
Jutaí (AM),1024.0,336.0,0.328125,MU,1302306,19.0,1410.775
Jutaí (AM),1024.0,336.0,0.328125,MU,1302306,106.14,1410.775
Lábrea (AM),3109.0,1571.0,0.5053071727243487,MU,1302405,16.86,1784.64
Lábrea (AM),3109.0,1571.0,0.5053071727243487,MU,1302405,24.0,1784.64
Lábrea (AM),3109.0,1571.0,0.5053071727243487,MU,1302405,109.01,1784.64
Manacapuru (AM),7733.0,4552.0,0.5886460623302728,MU,1302504,21.1,1313.74
Manacapuru (AM),7733.0,4552.0,0.5886460623302728,MU,1302504,25.0,1313.74
Manacapuru (AM),7733.0,4552.0,0.5886460623302728,MU,1302504,104.15,1313.74
Manaquiri (AM),1431.0,1122.0,0.7840670859538784,MU,1302553,25.31,946.03
Manaquiri (AM),1431.0,1122.0,0.7840670859538784,MU,1302553,27.0,946.03
Manaquiri (AM),1431.0,1122.0,0.7840670859538784,MU,1302553,108.11,946.03
Manaus (AM),198809.0,136347.0,0.6858190524573837,MU,1302603,26.41,3427.945
Manaus (AM),198809.0,136347.0,0.6858190524573837,MU,1302603,30.0,3427.945
Manaus (AM),198809.0,136347.0,0.6858190524573837,MU,1302603,93.8,3427.945
Manicoré (AM),3319.0,1500.0,0.4519433564326604,MU,1302702,19.04,2515.4
Manicoré (AM),3319.0,1500.0,0.4519433564326604,MU,1302702,24.0,2515.4
Manicoré (AM),3319.0,1500.0,0.4519433564326604,MU,1302702,104.81,2515.4
Maraã (AM),708.0,253.0,0.3573446327683616,MU,1302801,9.3,1367.76
Maraã (AM),708.0,253.0,0.3573446327683616,MU,1302801,20.0,1367.76
Maraã (AM),708.0,253.0,0.3573446327683616,MU,1302801,109.71,1367.76
Maués (AM),3780.0,1757.0,0.4648148148148148,MU,1302900,17.25,1449.02
Maués (AM),3780.0,1757.0,0.4648148148148148,MU,1302900,22.0,1449.02
Maués (AM),3780.0,1757.0,0.4648148148148148,MU,1302900,109.88,1449.02
Nhamundá (AM),1404.0,742.0,0.5284900284900285,MU,1303007,22.28,1264.85
Nhamundá (AM),1404.0,742.0,0.5284900284900285,MU,1303007,26.0,1264.85
Nhamundá (AM),1404.0,742.0,0.5284900284900285,MU,1303007,106.4,1264.85
Nova Olinda do Norte (AM),1445.0,809.0,0.5598615916955018,MU,1303106,17.52,1565.945
Nova Olinda do Norte (AM),1445.0,809.0,0.5598615916955018,MU,1303106,23.0,1565.945
Nova Olinda do Norte (AM),1445.0,809.0,0.5598615916955018,MU,1303106,107.82,1565.945
Novo Airão (AM),1407.0,797.0,0.566453447050462,MU,1303205,19.93,2174.0950000000003
Novo Airão (AM),1407.0,797.0,0.566453447050462,MU,1303205,25.0,2174.0950000000003
Novo Airão (AM),1407.0,797.0,0.566453447050462,MU,1303205,104.34,2174.0950000000003
Novo Aripuanã (AM),1782.0,567.0,0.3181818181818182,MU,1303304,20.13,1669.8899999999999
Novo Aripuanã (AM),1782.0,567.0,0.3181818181818182,MU,1303304,24.0,1669.8899999999999
Novo Aripuanã (AM),1782.0,567.0,0.3181818181818182,MU,1303304,108.33,1669.8899999999999
Parintins (AM),7097.0,3738.0,0.5267014231365366,MU,1303403,23.91,2167.005
Parintins (AM),7097.0,3738.0,0.5267014231365366,MU,1303403,25.0,2167.005
Parintins (AM),7097.0,3738.0,0.5267014231365366,MU,1303403,102.22,2167.005
Pauini (AM),1083.0,439.0,0.4053554939981533,MU,1303502,13.28,2075.94
Pauini (AM),1083.0,439.0,0.4053554939981533,MU,1303502,22.0,2075.94
Pauini (AM),1083.0,439.0,0.4053554939981533,MU,1303502,113.29,2075.94
Presidente Figueiredo (AM),2838.0,2211.0,0.7790697674418605,MU,1303536,22.5,2098.375
Presidente Figueiredo (AM),2838.0,2211.0,0.7790697674418605,MU,1303536,27.0,2098.375
Presidente Figueiredo (AM),2838.0,2211.0,0.7790697674418605,MU,1303536,102.71,2098.375
Rio Preto da Eva (AM),2278.0,1723.0,0.7563652326602283,MU,1303569,25.4,1231.955
Rio Preto da Eva (AM),2278.0,1723.0,0.7563652326602283,MU,1303569,28.0,1231.955
Rio Preto da Eva (AM),2278.0,1723.0,0.7563652326602283,MU,1303569,106.46,1231.955
Santa Isabel do Rio Negro (AM),510.0,196.0,0.3843137254901961,MU,1303601,13.91,1527.9950000000001
Santa Isabel do Rio Negro (AM),510.0,196.0,0.3843137254901961,MU,1303601,21.0,1527.9950000000001
Santa Isabel do Rio Negro (AM),510.0,196.0,0.3843137254901961,MU,1303601,105.99,1527.9950000000001
Santo Antônio do Içá (AM),1168.0,371.0,0.3176369863013699,MU,1303700,11.35,1697.46
Santo Antônio do Içá (AM),1168.0,371.0,0.3176369863013699,MU,1303700,20.0,1697.46
Santo Antônio do Içá (AM),1168.0,371.0,0.3176369863013699,MU,1303700,104.07,1697.46
São Gabriel da Cachoeira (AM),1750.0,835.0,0.47714285714285715,MU,1303809,16.1,1900.3799999999999
São Gabriel da Cachoeira (AM),1750.0,835.0,0.47714285714285715,MU,1303809,22.0,1900.3799999999999
São Gabriel da Cachoeira (AM),1750.0,835.0,0.47714285714285715,MU,1303809,104.23,1900.3799999999999
São Paulo de Olivença (AM),1126.0,484.0,0.42984014209591476,MU,1303908,11.12,1294.56
São Paulo de Olivença (AM),1126.0,484.0,0.42984014209591476,MU,1303908,19.0,1294.56
São Paulo de Olivença (AM),1126.0,484.0,0.42984014209591476,MU,1303908,105.88,1294.56
São Sebastião do Uatumã (AM),838.0,440.0,0.5250596658711217,MU,1303957,17.82,2041.99
São Sebastião do Uatumã (AM),838.0,440.0,0.5250596658711217,MU,1303957,24.0,2041.99
São Sebastião do Uatumã (AM),838.0,440.0,0.5250596658711217,MU,1303957,112.53,2041.99
Silves (AM),823.0,505.0,0.6136087484811664,MU,1304005,19.02,1948.9249999999997
Silves (AM),823.0,505.0,0.6136087484811664,MU,1304005,24.0,1948.9249999999997
Silves (AM),823.0,505.0,0.6136087484811664,MU,1304005,110.01,1948.9249999999997
Tabatinga (AM),3221.0,1490.0,0.4625892579944117,MU,1304062,13.11,1511.5900000000001
Tabatinga (AM),3221.0,1490.0,0.4625892579944117,MU,1304062,22.0,1511.5900000000001
Tabatinga (AM),3221.0,1490.0,0.4625892579944117,MU,1304062,99.69,1511.5900000000001
Tapauá (AM),1356.0,735.0,0.5420353982300885,MU,1304104,16.01,1180.605
Tapauá (AM),1356.0,735.0,0.5420353982300885,MU,1304104,24.0,1180.605
Tapauá (AM),1356.0,735.0,0.5420353982300885,MU,1304104,109.7,1180.605
Tefé (AM),5002.0,2379.0,0.47560975609756095,MU,1304203,15.46,1898.8200000000002
Tefé (AM),5002.0,2379.0,0.47560975609756095,MU,1304203,23.0,1898.8200000000002
Tefé (AM),5002.0,2379.0,0.47560975609756095,MU,1304203,104.88,1898.8200000000002
Tonantins (AM),822.0,199.0,0.24209245742092458,MU,1304237,11.21,743.33
Tonantins (AM),822.0,199.0,0.24209245742092458,MU,1304237,20.0,743.33
Tonantins (AM),822.0,199.0,0.24209245742092458,MU,1304237,107.16,743.33
Uarini (AM),929.0,446.0,0.48008611410118407,MU,1304260,11.94,1175.755
Uarini (AM),929.0,446.0,0.48008611410118407,MU,1304260,21.0,1175.755
Uarini (AM),929.0,446.0,0.48008611410118407,MU,1304260,112.6,1175.755
Urucará (AM),1546.0,703.0,0.45472186287192756,MU,1304302,24.44,1659.4450000000002
Urucará (AM),1546.0,703.0,0.45472186287192756,MU,1304302,27.0,1659.4450000000002
Urucará (AM),1546.0,703.0,0.45472186287192756,MU,1304302,110.69,1659.4450000000002
Urucurituba (AM),1350.0,664.0,0.4918518518518519,MU,1304401,21.68,1631.9650000000001
Urucurituba (AM),1350.0,664.0,0.4918518518518519,MU,1304401,26.0,1631.9650000000001
Urucurituba (AM),1350.0,664.0,0.4918518518518519,MU,1304401,102.56,1631.9650000000001
Amajari (RR),351.0,270.0,0.7692307692307693,MU,1400027,11.29,1431.87
Amajari (RR),351.0,270.0,0.7692307692307693,MU,1400027,19.0,1431.87
Amajari (RR),351.0,270.0,0.7692307692307693,MU,1400027,110.0,1431.87
Alto Alegre (RR),819.0,623.0,0.7606837606837606,MU,1400050,13.09,2132.39
Alto Alegre (RR),819.0,623.0,0.7606837606837606,MU,1400050,20.0,2132.39
Alto Alegre (RR),819.0,623.0,0.7606837606837606,MU,1400050,108.46,2132.39
Boa Vista (RR),36062.0,24756.0,0.6864843879984471,MU,1400100,18.63,3531.5200000000004
Boa Vista (RR),36062.0,24756.0,0.6864843879984471,MU,1400100,27.0,3531.5200000000004
Boa Vista (RR),36062.0,24756.0,0.6864843879984471,MU,1400100,97.44,3531.5200000000004
Bonfim (RR),685.0,488.0,0.7124087591240876,MU,1400159,15.04,1554.03
Bonfim (RR),685.0,488.0,0.7124087591240876,MU,1400159,21.0,1554.03
Bonfim (RR),685.0,488.0,0.7124087591240876,MU,1400159,108.18,1554.03
Cantá (RR),1446.0,1120.0,0.7745504840940526,MU,1400175,21.89,1576.105
Cantá (RR),1446.0,1120.0,0.7745504840940526,MU,1400175,25.0,1576.105
Cantá (RR),1446.0,1120.0,0.7745504840940526,MU,1400175,114.17,1576.105
Caracaraí (RR),2019.0,1464.0,0.725111441307578,MU,1400209,21.25,1885.795
Caracaraí (RR),2019.0,1464.0,0.725111441307578,MU,1400209,26.0,1885.795
Caracaraí (RR),2019.0,1464.0,0.725111441307578,MU,1400209,108.96,1885.795
Caroebe (RR),800.0,649.0,0.81125,MU,1400233,18.3,1895.49
Caroebe (RR),800.0,649.0,0.81125,MU,1400233,26.0,1895.49
Caroebe (RR),800.0,649.0,0.81125,MU,1400233,114.36,1895.49
Iracema (RR),738.0,519.0,0.7032520325203252,MU,1400282,20.26,1847.75
Iracema (RR),738.0,519.0,0.7032520325203252,MU,1400282,25.0,1847.75
Iracema (RR),738.0,519.0,0.7032520325203252,MU,1400282,112.94,1847.75
Mucajaí (RR),1438.0,1077.0,0.7489568845618915,MU,1400308,22.59,1794.355
Mucajaí (RR),1438.0,1077.0,0.7489568845618915,MU,1400308,26.0,1794.355
Mucajaí (RR),1438.0,1077.0,0.7489568845618915,MU,1400308,105.93,1794.355
Normandia (RR),207.0,96.0,0.463768115942029,MU,1400407,8.23,1974.955
Normandia (RR),207.0,96.0,0.463768115942029,MU,1400407,17.0,1974.955
Normandia (RR),207.0,96.0,0.463768115942029,MU,1400407,106.53,1974.955
Pacaraima (RR),,,,MU,1400456,9.52,2458.2
Pacaraima (RR),,,,MU,1400456,21.0,2458.2
Pacaraima (RR),,,,MU,1400456,104.68,2458.2
Rorainópolis (RR),2793.0,2103.0,0.7529538131041891,MU,1400472,20.21,1409.5
Rorainópolis (RR),2793.0,2103.0,0.7529538131041891,MU,1400472,27.0,1409.5
Rorainópolis (RR),2793.0,2103.0,0.7529538131041891,MU,1400472,106.63,1409.5
São João da Baliza (RR),657.0,505.0,0.7686453576864536,MU,1400506,20.11,2095.515
São João da Baliza (RR),657.0,505.0,0.7686453576864536,MU,1400506,27.0,2095.515
São João da Baliza (RR),657.0,505.0,0.7686453576864536,MU,1400506,114.95,2095.515
São Luiz (RR),585.0,470.0,0.8034188034188035,MU,1400605,26.09,1797.24
São Luiz (RR),585.0,470.0,0.8034188034188035,MU,1400605,29.0,1797.24
São Luiz (RR),585.0,470.0,0.8034188034188035,MU,1400605,113.7,1797.24
Uiramutã (RR),93.0,46.0,0.4946236559139785,MU,1400704,5.4,1100.07
Uiramutã (RR),93.0,46.0,0.4946236559139785,MU,1400704,15.0,1100.07
Uiramutã (RR),93.0,46.0,0.4946236559139785,MU,1400704,105.76,1100.07
Abaetetuba (PA),13724.0,7878.0,0.5740308947828622,MU,1500107,28.99,1414.68
Abaetetuba (PA),13724.0,7878.0,0.5740308947828622,MU,1500107,29.0,1414.68
Abaetetuba (PA),13724.0,7878.0,0.5740308947828622,MU,1500107,100.51,1414.68
Abel Figueiredo (PA),618.0,492.0,0.7961165048543689,MU,1500131,33.01,2045.3849999999998
Abel Figueiredo (PA),618.0,492.0,0.7961165048543689,MU,1500131,30.0,2045.3849999999998
Abel Figueiredo (PA),618.0,492.0,0.7961165048543689,MU,1500131,102.98,2045.3849999999998
Acará (PA),4935.0,3724.0,0.7546099290780142,MU,1500206,25.99,1104.52
Acará (PA),4935.0,3724.0,0.7546099290780142,MU,1500206,27.0,1104.52
Acará (PA),4935.0,3724.0,0.7546099290780142,MU,1500206,107.3,1104.52
Afuá (PA),2220.0,1316.0,0.5927927927927928,MU,1500305,15.56,2103.43
Afuá (PA),2220.0,1316.0,0.5927927927927928,MU,1500305,23.0,2103.43
Afuá (PA),2220.0,1316.0,0.5927927927927928,MU,1500305,109.14,2103.43
Água Azul do Norte (PA),1725.0,1396.0,0.8092753623188406,MU,1500347,21.52,1863.695
Água Azul do Norte (PA),1725.0,1396.0,0.8092753623188406,MU,1500347,28.0,1863.695
Água Azul do Norte (PA),1725.0,1396.0,0.8092753623188406,MU,1500347,115.65,1863.695
Alenquer (PA),4597.0,3061.0,0.665869045029367,MU,1500404,21.23,1280.185
Alenquer (PA),4597.0,3061.0,0.665869045029367,MU,1500404,25.0,1280.185
Alenquer (PA),4597.0,3061.0,0.665869045029367,MU,1500404,105.94,1280.185
Almeirim (PA),2922.0,1763.0,0.6033538672142368,MU,1500503,18.85,2884.1850000000004
Almeirim (PA),2922.0,1763.0,0.6033538672142368,MU,1500503,25.0,2884.1850000000004
Almeirim (PA),2922.0,1763.0,0.6033538672142368,MU,1500503,106.1,2884.1850000000004
Altamira (PA),12477.0,10198.0,0.8173439127995512,MU,1500602,23.59,2891.34
Altamira (PA),12477.0,10198.0,0.8173439127995512,MU,1500602,29.0,2891.34
Altamira (PA),12477.0,10198.0,0.8173439127995512,MU,1500602,99.38,2891.34
Anajás (PA),1516.0,796.0,0.525065963060686,MU,1500701,11.77,1490.52
Anajás (PA),1516.0,796.0,0.525065963060686,MU,1500701,21.0,1490.52
Anajás (PA),1516.0,796.0,0.525065963060686,MU,1500701,107.44,1490.52
Ananindeua (PA),53485.0,38109.0,0.7125175282789568,MU,1500800,39.6,2371.085
Ananindeua (PA),53485.0,38109.0,0.7125175282789568,MU,1500800,33.0,2371.085
Ananindeua (PA),53485.0,38109.0,0.7125175282789568,MU,1500800,90.39,2371.085
Anapu (PA),2496.0,1991.0,0.797676282051282,MU,1500859,16.64,2061.17
Anapu (PA),2496.0,1991.0,0.797676282051282,MU,1500859,25.0,2061.17
Anapu (PA),2496.0,1991.0,0.797676282051282,MU,1500859,108.92,2061.17
Augusto Corrêa (PA),3643.0,2495.0,0.6848751029371397,MU,1500909,24.11,3453.415
Augusto Corrêa (PA),3643.0,2495.0,0.6848751029371397,MU,1500909,26.0,3453.415
Augusto Corrêa (PA),3643.0,2495.0,0.6848751029371397,MU,1500909,104.69,3453.415
Aurora do Pará (PA),1540.0,1127.0,0.7318181818181818,MU,1500958,24.83,1287.9450000000002
Aurora do Pará (PA),1540.0,1127.0,0.7318181818181818,MU,1500958,27.0,1287.9450000000002
Aurora do Pará (PA),1540.0,1127.0,0.7318181818181818,MU,1500958,103.28,1287.9450000000002
Aveiro (PA),1073.0,738.0,0.6877912395153775,MU,1501006,23.82,1597.56
Aveiro (PA),1073.0,738.0,0.6877912395153775,MU,1501006,25.0,1597.56
Aveiro (PA),1073.0,738.0,0.6877912395153775,MU,1501006,110.13,1597.56
Bagre (PA),1251.0,406.0,0.32454036770583533,MU,1501105,8.67,1312.415
Bagre (PA),1251.0,406.0,0.32454036770583533,MU,1501105,19.0,1312.415
Bagre (PA),1251.0,406.0,0.32454036770583533,MU,1501105,103.93,1312.415
Baião (PA),3440.0,1795.0,0.5218023255813954,MU,1501204,27.34,975.585
Baião (PA),3440.0,1795.0,0.5218023255813954,MU,1501204,28.0,975.585
Baião (PA),3440.0,1795.0,0.5218023255813954,MU,1501204,100.75,975.585
Bannach (PA),429.0,393.0,0.916083916083916,MU,1501253,26.39,3146.005
Bannach (PA),429.0,393.0,0.916083916083916,MU,1501253,29.0,3146.005
Bannach (PA),429.0,393.0,0.916083916083916,MU,1501253,115.91,3146.005
Barcarena (PA),11348.0,8151.0,0.7182763482551991,MU,1501303,22.27,2135.865
Barcarena (PA),11348.0,8151.0,0.7182763482551991,MU,1501303,28.0,2135.865
Barcarena (PA),11348.0,8151.0,0.7182763482551991,MU,1501303,100.22,2135.865
Belém (PA),150937.0,104116.0,0.6897977301788163,MU,1501402,59.49,3791.62
Belém (PA),150937.0,104116.0,0.6897977301788163,MU,1501402,36.0,3791.62
Belém (PA),150937.0,104116.0,0.6897977301788163,MU,1501402,88.18,3791.62
Belterra (PA),1492.0,1133.0,0.7593833780160858,MU,1501451,33.53,2079.28
Belterra (PA),1492.0,1133.0,0.7593833780160858,MU,1501451,28.0,2079.28
Belterra (PA),1492.0,1133.0,0.7593833780160858,MU,1501451,102.56,2079.28
Benevides (PA),6561.0,4960.0,0.755982319768328,MU,1501501,30.82,1676.46
Benevides (PA),6561.0,4960.0,0.755982319768328,MU,1501501,31.0,1676.46
Benevides (PA),6561.0,4960.0,0.755982319768328,MU,1501501,96.7,1676.46
Bom Jesus do Tocantins (PA),1513.0,1036.0,0.6847323198942499,MU,1501576,29.89,2113.48
Bom Jesus do Tocantins (PA),1513.0,1036.0,0.6847323198942499,MU,1501576,31.0,2113.48
Bom Jesus do Tocantins (PA),1513.0,1036.0,0.6847323198942499,MU,1501576,124.05,2113.48
Bonito (PA),1219.0,982.0,0.8055783429040196,MU,1501600,33.5,1276.3249999999998
Bonito (PA),1219.0,982.0,0.8055783429040196,MU,1501600,30.0,1276.3249999999998
Bonito (PA),1219.0,982.0,0.8055783429040196,MU,1501600,105.4,1276.3249999999998
Bragança (PA),11398.0,8073.0,0.7082821547639937,MU,1501709,30.55,1692.805
Bragança (PA),11398.0,8073.0,0.7082821547639937,MU,1501709,29.0,1692.805
Bragança (PA),11398.0,8073.0,0.7082821547639937,MU,1501709,100.13,1692.805
Brasil Novo (PA),2035.0,1313.0,0.6452088452088452,MU,1501725,28.28,2898.705
Brasil Novo (PA),2035.0,1313.0,0.6452088452088452,MU,1501725,30.0,2898.705
Brasil Novo (PA),2035.0,1313.0,0.6452088452088452,MU,1501725,104.57,2898.705
Brejo Grande do Araguaia (PA),668.0,514.0,0.7694610778443114,MU,1501758,35.06,2415.04
Brejo Grande do Araguaia (PA),668.0,514.0,0.7694610778443114,MU,1501758,30.0,2415.04
Brejo Grande do Araguaia (PA),668.0,514.0,0.7694610778443114,MU,1501758,102.84,2415.04
Breu Branco (PA),3987.0,2857.0,0.7165788813644344,MU,1501782,25.95,1934.815
Breu Branco (PA),3987.0,2857.0,0.7165788813644344,MU,1501782,27.0,1934.815
Breu Branco (PA),3987.0,2857.0,0.7165788813644344,MU,1501782,102.16,1934.815
Breves (PA),6189.0,3327.0,0.5375666505089676,MU,1501808,15.86,1673.74
Breves (PA),6189.0,3327.0,0.5375666505089676,MU,1501808,22.0,1673.74
Breves (PA),6189.0,3327.0,0.5375666505089676,MU,1501808,106.94,1673.74
Bujaru (PA),1958.0,1382.0,0.7058222676200204,MU,1501907,27.06,1263.17
Bujaru (PA),1958.0,1382.0,0.7058222676200204,MU,1501907,27.0,1263.17
Bujaru (PA),1958.0,1382.0,0.7058222676200204,MU,1501907,102.68,1263.17
Cachoeira do Piriá (PA),1594.0,1135.0,0.7120451693851945,MU,1501956,18.32,1048.6950000000002
Cachoeira do Piriá (PA),1594.0,1135.0,0.7120451693851945,MU,1501956,25.0,1048.6950000000002
Cachoeira do Piriá (PA),1594.0,1135.0,0.7120451693851945,MU,1501956,111.55,1048.6950000000002
Cachoeira do Arari (PA),2414.0,1369.0,0.5671085335542668,MU,1502004,26.05,886.62
Cachoeira do Arari (PA),2414.0,1369.0,0.5671085335542668,MU,1502004,28.0,886.62
Cachoeira do Arari (PA),2414.0,1369.0,0.5671085335542668,MU,1502004,102.29,886.62
Cametá (PA),9873.0,4982.0,0.5046085283095311,MU,1502103,26.68,1793.62
Cametá (PA),9873.0,4982.0,0.5046085283095311,MU,1502103,26.0,1793.62
Cametá (PA),9873.0,4982.0,0.5046085283095311,MU,1502103,105.35,1793.62
Canaã dos Carajás (PA),6389.0,5082.0,0.7954296447018313,MU,1502152,11.6,2492.815
Canaã dos Carajás (PA),6389.0,5082.0,0.7954296447018313,MU,1502152,27.0,2492.815
Canaã dos Carajás (PA),6389.0,5082.0,0.7954296447018313,MU,1502152,104.5,2492.815
Capanema (PA),7409.0,5607.0,0.7567822918072614,MU,1502202,40.35,1671.47
Capanema (PA),7409.0,5607.0,0.7567822918072614,MU,1502202,32.0,1671.47
Capanema (PA),7409.0,5607.0,0.7567822918072614,MU,1502202,95.3,1671.47
Capitão Poço (PA),5285.0,4305.0,0.8145695364238411,MU,1502301,29.8,1511.3400000000001
Capitão Poço (PA),5285.0,4305.0,0.8145695364238411,MU,1502301,29.0,1511.3400000000001
Capitão Poço (PA),5285.0,4305.0,0.8145695364238411,MU,1502301,103.0,1511.3400000000001
Castanhal (PA),19893.0,15986.0,0.8035992560197054,MU,1502400,33.27,2428.88
Castanhal (PA),19893.0,15986.0,0.8035992560197054,MU,1502400,31.0,2428.88
Castanhal (PA),19893.0,15986.0,0.8035992560197054,MU,1502400,92.74,2428.88
Chaves (PA),1343.0,653.0,0.48622486969471335,MU,1502509,15.76,1562.635
Chaves (PA),1343.0,653.0,0.48622486969471335,MU,1502509,23.0,1562.635
Chaves (PA),1343.0,653.0,0.48622486969471335,MU,1502509,115.34,1562.635
Colares (PA),1171.0,893.0,0.762596071733561,MU,1502608,40.03,1045.165
Colares (PA),1171.0,893.0,0.762596071733561,MU,1502608,31.0,1045.165
Colares (PA),1171.0,893.0,0.762596071733561,MU,1502608,100.37,1045.165
Conceição do Araguaia (PA),5347.0,4409.0,0.8245745277725828,MU,1502707,45.31,2547.005
Conceição do Araguaia (PA),5347.0,4409.0,0.8245745277725828,MU,1502707,32.0,2547.005
Conceição do Araguaia (PA),5347.0,4409.0,0.8245745277725828,MU,1502707,101.64,2547.005
Concórdia do Pará (PA),2033.0,1569.0,0.7717658632562715,MU,1502756,24.41,1543.545
Concórdia do Pará (PA),2033.0,1569.0,0.7717658632562715,MU,1502756,27.0,1543.545
Concórdia do Pará (PA),2033.0,1569.0,0.7717658632562715,MU,1502756,101.64,1543.545
Cumaru do Norte (PA),983.0,786.0,0.7995930824008138,MU,1502764,13.9,3540.685
Cumaru do Norte (PA),983.0,786.0,0.7995930824008138,MU,1502764,26.0,3540.685
Cumaru do Norte (PA),983.0,786.0,0.7995930824008138,MU,1502764,121.74,3540.685
Curionópolis (PA),1775.0,1360.0,0.7661971830985915,MU,1502772,29.99,2280.6349999999998
Curionópolis (PA),1775.0,1360.0,0.7661971830985915,MU,1502772,28.0,2280.6349999999998
Curionópolis (PA),1775.0,1360.0,0.7661971830985915,MU,1502772,104.53,2280.6349999999998
Curralinho (PA),2179.0,1100.0,0.5048187241854062,MU,1502806,14.77,2539.475
Curralinho (PA),2179.0,1100.0,0.5048187241854062,MU,1502806,22.0,2539.475
